Data retrieved on: 2025-11-10T16:27:04.098071
,T1,T2
54,205.03354870651808,90.10688702163773
55,209.15161394271192,88.47439525483443
56,207.5302384918626,88.70540592191793
57,198.62905113742522,88.38957753130288
58,209.33669547451208,91.14668287583575
59,206.43812341811204,90.58329421034193
60,207.20313760452672,89.93341659668658
61,207.29063523790228,90.12398199262087
62,209.69252932050966,90.28492379916345
63,209.59795580473192,92.47283857296644
64,209.87018322653122,88.95531074668352
65,207.5452781051159,89.10966169796325
66,208.75085786293937,86.96127880498865
67,212.61848171885723,89.84401505826202
68,211.42866505111854,91.10807882268352
69,208.02863361523066,89.27599433767668
70,210.78186162000344,89.69933772379265
71,207.79095555005625,88.44420349531751
72,210.9274843195388,89.05695239007471
73,210.44347071831848,90.03866118175301
74,209.79236384922626,88.99037787523035
75,211.19816716600437,88.89482847394035
76,209.53403918329226,91.29933955813144
77,212.6207484129224,86.69149361250646
78,212.54743846985704,89.4688390880823
79,206.14659322648865,88.04468924356105
80,211.21070649217944,86.23564467872579
81,208.6683585589546,88.06192240913323
82,208.88929102197605,87.0747698415248
83,210.77584876322405,85.33515403804057
84,211.18713134385365,87.8324875182259
85,210.46507962380917,87.32519041796216
86,211.42264231743266,87.34575357480439
87,206.3856128338076,87.96098128702023
88,209.2389989522524,88.41939393034956
89,207.0267013561485,84.43151879982524
90,209.5095314922846,86.8404995138629
91,211.9709024527733,86.65474428819573
92,205.9654455465752,85.96056183543942
93,207.89689097943491,85.37589214447634
94,207.1866736032662,86.41871340016557
95,204.8264393909529,88.07846273161215
96,208.30030556924896,91.15429307546935
97,208.75264726947972,89.21351822626646
98,206.72761548741119,89.53566041492583
99,210.06995381147368,89.06056081830248
100,211.22786206930044,85.90801061306897
101,207.2835497432697,86.70004921593657
102,209.6020953474228,89.0550868144749
103,209.8759393978297,88.48948266305824
104,207.4502668619105,90.07454149475848
105,205.62895569903438,89.05144002387529
106,210.1388807403791,90.63960113788058
107,206.13237108610326,89.59596465141547
108,210.05081244128766,90.31360760192501
109,209.13437230347364,89.7650452175559
110,208.82557225888715,90.47542380028763
111,205.57006242313307,88.13570761727317
112,204.45908269333293,91.49020698707014
113,207.95745675239186,90.3324806249856
114,205.7524947674974,89.14525436563169
115,208.56749030529636,90.27481029261872
116,210.23788386941408,90.14543768550945
117,210.6420858218699,90.66052505062628
118,203.9363589238955,88.86283054845168
119,208.810286630474,88.68361559076189
120,212.43685981921973,91.56272755783262
121,212.39341519574964,90.31552212722369
122,210.57983554463198,86.3317691903607
123,209.78246578503797,88.3428492349545
124,210.84461299322405,87.2618316442658
125,208.7843344587957,92.28080807450534
126,209.53568364676943,87.86066342706216
127,208.85248577324964,89.84871162932652
128,212.633366428627,87.67530407522783
129,208.91694792104485,87.57354108393817
130,210.43652993592204,86.86419840233124
131,208.06618953780517,87.00116346238075
132,209.46839555472735,88.1489492379184
133,209.15748129382595,88.70946344567838
134,207.56854221371614,84.3100564688807
135,207.27023006502444,86.26255975546579
136,206.3148515205226,87.34297482313713
137,206.81060115292132,87.1577303000973
138,207.9162158366763,88.47610917306815
139,209.95277264184415,89.20414812351657
140,207.59755598738877,90.04502351418738
141,205.18151182077432,87.14401414879427
142,206.91925312698632,89.35432469575773
143,206.67668685516912,87.5134614054373
144,209.22633344434473,86.88936894369151
145,207.23430394502867,87.48235922056635
146,205.852949170804,90.17993837783092
147,208.08793465401797,91.34381368012622
148,208.43703596607838,89.79427811788459
149,209.3362951492779,89.56465849644587
150,213.2115248468847,88.21188027158165
151,207.52980137805633,89.6662012736415
152,207.3590897467267,89.23953375264703
153,209.60873800571238,91.74504943238468
154,211.68239793380133,93.52476203010148
155,208.0170958894907,92.30820937073112
156,207.53395612185724,87.5914749581338
157,208.7370368995731,90.10601309727856
158,207.92628356168026,90.82057822364641
159,211.03848908188203,88.12795651496943
160,212.27566335555215,88.73537918858221
161,210.84037852256236,92.02392718701653
162,209.6968145370407,89.10147402509384
163,213.53749084839941,89.96487750678874
164,211.59636091070672,89.25779656494575
165,207.0185802796197,89.12904582396354
166,211.34584103694917,89.09923171358406
167,209.74766538044528,91.79067208877821
168,211.21577907318306,89.1735277405167
169,211.47407923212893,91.78357877718025
170,210.37440189846743,88.62591506500968
171,208.61222837239174,87.4975439009482
172,212.07715213011116,90.48037415037027
173,210.65727698805748,89.48708974478058
174,210.17589126521148,87.9823105261887
175,208.50893341455588,89.55490077746225
176,210.455759872171,87.57639550507614
177,210.60968856253194,87.19851555465418
178,209.03565979048605,88.9075916761726
179,212.48959197200713,86.5978060883918
180,210.89811500843658,89.50382959014593
181,207.4486750872091,91.18192333947272
182,210.39537679680615,88.68872374683866
183,211.52242539652852,87.96931427899614
184,208.35959244366722,86.09867222003341
185,205.651205406777,85.66934223361213
186,208.98753148099553,87.17408554579389
187,207.80858421912876,87.43529772632071
188,210.40972739332796,88.43162698770507
189,208.74238398000801,90.5380540220095
190,210.33603309858339,87.6573915152033
191,210.06228010773017,87.76411461298613
192,207.1165608807264,86.28494380720257
193,209.83864987332356,87.68815642716413
194,207.3623505890648,91.41149374910152
195,206.71525100840879,88.74467660313032
196,208.39330811994,88.16401624793691
197,208.37259903305863,89.07997642041552
198,208.73618135607734,88.35091664987206
199,206.48657248128706,90.99958826327554
