"",timestamp,"",X,W,C,Y
30,2025-11-20T13:19:10.649103,30,-1.503168,7.202495,A,14.139624
31,2025-11-20T13:19:10.649103,31,6.712163,3.243262,B,10.255767
32,2025-11-20T13:19:10.649103,32,8.509831,-8.074045,C,-1.027268
33,2025-11-20T13:19:10.649103,33,5.987666,-8.067500,C,0.497496
34,2025-11-20T13:19:10.649103,34,-0.772578,3.607686,A,7.231673
35,2025-11-20T13:19:10.649103,35,2.624692,2.977168,A,4.742591
36,2025-11-20T13:19:10.649103,36,0.579978,2.208487,A,4.799247
37,2025-11-20T13:19:10.649103,37,10.478387,1.914141,A,5.413098
38,2025-11-20T13:19:10.649103,38,1.071633,5.584199,A,9.701703
39,2025-11-20T13:19:10.649103,39,6.935968,-3.768893,C,0.201126
40,2025-11-20T13:19:10.649103,40,10.002878,5.227457,A,10.845305
41,2025-11-20T13:19:10.649103,41,6.397676,0.902267,A,7.457565
42,2025-11-20T13:19:10.649103,42,13.617353,1.449626,A,10.871386
43,2025-11-20T13:19:10.649103,43,1.712592,0.707202,B,2.406435
44,2025-11-20T13:19:10.649103,44,2.507301,0.965009,B,2.740527
45,2025-11-20T13:19:10.649103,45,6.984607,4.268836,A,10.735080
46,2025-11-20T13:19:10.649103,46,2.276216,1.019754,B,3.066454
47,2025-11-20T13:19:10.649103,47,3.127861,1.952119,A,6.516252
48,2025-11-20T13:19:10.649103,48,1.471437,-1.620782,C,3.942247
49,2025-11-20T13:19:10.649103,49,-0.630540,-0.615589,C,2.883927
50,2025-11-20T13:19:10.649103,50,11.168435,2.689667,A,10.507554
51,2025-11-20T13:19:10.649103,51,3.586681,0.647395,B,3.345419
52,2025-11-20T13:19:10.649103,52,0.526922,2.654595,A,3.217534
53,2025-11-20T13:19:10.649103,53,6.710196,4.252777,A,7.940769
54,2025-11-20T13:19:10.649103,54,-2.132249,3.018136,A,4.828316
55,2025-11-20T13:19:10.649103,55,-4.756351,-1.484763,C,0.088692
56,2025-11-20T13:19:10.649103,56,8.560290,-2.317117,C,3.842921
57,2025-11-20T13:19:10.649103,57,7.974975,-6.706057,C,2.062228
58,2025-11-20T13:19:10.649103,58,3.981502,7.412183,A,11.580487
59,2025-11-20T13:19:10.649103,59,3.261486,-1.754213,A,3.712770
60,2025-11-20T13:19:10.649103,60,10.163796,-1.736705,C,4.640484
61,2025-11-20T13:19:10.649103,61,-1.762710,-6.532483,C,-1.649532
62,2025-11-20T13:19:10.649103,62,5.480237,-4.076392,C,0.320030
63,2025-11-20T13:19:10.649103,63,4.476658,3.247232,A,10.433573
64,2025-11-20T13:19:10.649103,64,-4.102968,-3.136778,C,-2.930598
65,2025-11-20T13:19:10.649103,65,3.672335,3.979542,A,7.487955
66,2025-11-20T13:19:10.649103,66,-1.600977,1.533146,A,2.802777
67,2025-11-20T13:19:10.649103,67,5.211744,4.322175,B,8.238240
68,2025-11-20T13:19:10.649103,68,4.731671,-2.792412,C,3.114777
69,2025-11-20T13:19:10.649103,69,5.199027,1.000990,B,5.896405
70,2025-11-20T13:19:10.649103,70,4.918390,8.222086,A,13.308162
71,2025-11-20T13:19:10.649103,71,2.247033,-2.187497,C,4.313737
72,2025-11-20T13:19:10.649103,72,14.013257,5.730434,A,13.595313
73,2025-11-20T13:19:10.649103,73,1.786372,-4.325825,C,0.203878
74,2025-11-20T13:19:10.649103,74,14.529812,-4.114145,C,5.825542
75,2025-11-20T13:19:10.649103,75,6.997417,3.460668,A,12.317618
76,2025-11-20T13:19:10.649103,76,2.983127,-6.684769,C,-1.357644
77,2025-11-20T13:19:10.649103,77,-0.672443,4.689265,A,7.260485
78,2025-11-20T13:19:10.649103,78,4.854939,4.882619,A,10.227094
79,2025-11-20T13:19:10.649103,79,3.569660,1.313203,A,5.146930
80,2025-11-20T13:19:10.649103,80,2.814570,-4.251032,C,-1.111483
81,2025-11-20T13:19:10.649103,81,4.520883,4.020319,B,8.103123
82,2025-11-20T13:19:10.649103,82,7.580761,6.893645,B,14.476823
83,2025-11-20T13:19:10.649103,83,-0.725363,-4.875206,C,-1.301480
84,2025-11-20T13:19:10.649103,84,6.780974,-2.390008,C,5.399043
85,2025-11-20T13:19:10.649103,85,8.584263,4.944876,B,12.981601
86,2025-11-20T13:19:10.649103,86,-4.918705,1.052696,A,1.744728
87,2025-11-20T13:19:10.649103,87,8.939741,-2.390982,C,4.848997
88,2025-11-20T13:19:10.649103,88,2.974828,-3.815516,C,-0.082477
89,2025-11-20T13:19:10.649103,89,5.293926,1.455429,B,8.291765
90,2025-11-20T13:19:10.649103,90,8.032617,6.895543,B,15.963344
91,2025-11-20T13:19:10.649103,91,5.933583,2.754008,A,9.018476
92,2025-11-20T13:19:10.649103,92,6.646896,5.419754,B,13.584637
93,2025-11-20T13:19:10.649103,93,7.321910,-2.659453,C,1.141814
94,2025-11-20T13:19:10.649103,94,9.163617,5.899711,A,10.397297
95,2025-11-20T13:19:10.649103,95,4.647111,1.086112,B,4.675453
96,2025-11-20T13:19:10.649103,96,8.639198,-4.166633,C,0.716164
97,2025-11-20T13:19:10.649103,97,6.006588,0.695128,B,7.155585
98,2025-11-20T13:19:10.649103,98,2.903647,2.070289,A,5.729212
99,2025-11-20T13:19:10.649103,99,8.989488,6.051722,A,11.432879
100,2025-11-20T13:21:34.518446,0,4.498493,3.825556,A,12.023029
101,2025-11-20T13:21:34.518446,1,3.196550,6.636488,A,9.888882
102,2025-11-20T13:21:34.518446,2,3.631114,3.611124,A,5.666860
103,2025-11-20T13:21:34.518446,3,4.501450,5.532624,B,11.096394
104,2025-11-20T13:21:34.518446,4,8.075612,0.343225,B,9.361409
105,2025-11-20T13:21:34.518446,5,7.893804,3.726052,A,9.021416
106,2025-11-20T13:21:34.518446,6,6.062168,-3.979691,C,2.812425
107,2025-11-20T13:21:34.518446,7,1.422354,0.710545,A,3.134670
108,2025-11-20T13:21:34.518446,8,12.183735,3.014181,A,12.514441
109,2025-11-20T13:21:34.518446,9,5.674370,0.811458,A,4.916209
110,2025-11-20T13:21:34.518446,10,8.426726,5.242099,B,12.568364
111,2025-11-20T13:21:34.518446,11,-0.706016,-4.651184,C,-2.664398
112,2025-11-20T13:21:34.518446,12,8.064226,5.503999,A,13.104765
113,2025-11-20T13:21:34.518446,13,-4.178161,-0.691087,C,0.636495
114,2025-11-20T13:21:34.518446,14,2.993346,-2.511300,C,2.566065
115,2025-11-20T13:21:34.518446,15,4.545978,2.150689,A,7.027563
116,2025-11-20T13:21:34.518446,16,6.358747,2.787737,A,7.846415
117,2025-11-20T13:21:34.518446,17,4.219950,2.263529,A,8.171017
118,2025-11-20T13:21:34.518446,18,3.829114,-2.044191,C,3.761057
119,2025-11-20T13:21:34.518446,19,7.989507,-4.365147,C,3.278809
120,2025-11-20T13:21:34.518446,20,1.348038,3.931202,B,5.558558
121,2025-11-20T13:21:34.518446,21,4.295648,4.705622,B,7.639047
122,2025-11-20T13:21:34.518446,22,4.382822,-0.274956,B,4.297284
123,2025-11-20T13:21:34.518446,23,2.986247,7.066229,A,9.302274
124,2025-11-20T13:21:34.518446,24,5.467438,1.469567,B,5.375821
125,2025-11-20T13:21:34.518446,25,8.774434,6.133643,A,13.445535
126,2025-11-20T13:21:34.518446,26,10.680656,2.331261,B,11.652215
127,2025-11-20T13:21:34.518446,27,0.787810,3.162313,A,5.986354
128,2025-11-20T13:21:34.518446,28,9.129917,6.692323,A,13.735948
129,2025-11-20T13:21:34.518446,29,7.477208,7.601456,B,14.410463
130,2025-11-20T13:21:34.518446,30,2.006555,2.493329,A,5.914200
131,2025-11-20T13:21:34.518446,31,11.313727,4.080176,A,13.592604
132,2025-11-20T13:21:34.518446,32,5.979348,-4.387131,C,1.723920
133,2025-11-20T13:21:34.518446,33,6.806087,4.703475,B,11.746034
134,2025-11-20T13:21:34.518446,34,6.808209,-0.273333,B,7.600684
135,2025-11-20T13:21:34.518446,35,4.284087,-6.829387,C,-0.912795
136,2025-11-20T13:21:34.518446,36,-8.545760,4.822955,A,4.210983
137,2025-11-20T13:21:34.518446,37,4.681656,6.568619,B,11.418179
138,2025-11-20T13:21:34.518446,38,9.834455,5.335733,A,12.738411
139,2025-11-20T13:21:34.518446,39,6.039283,5.005452,A,11.493797
140,2025-11-20T13:21:34.518446,40,-5.130991,-6.090095,C,-6.610997
141,2025-11-20T13:21:34.518446,41,4.866291,4.060318,A,8.509144
142,2025-11-20T13:21:34.518446,42,-0.093559,0.238417,C,4.086045
143,2025-11-20T13:21:34.518446,43,4.665955,-3.296987,C,2.465093
144,2025-11-20T13:21:34.518446,44,0.112890,2.759664,A,5.110491
145,2025-11-20T13:21:34.518446,45,5.249032,5.034675,B,9.794929
146,2025-11-20T13:21:34.518446,46,4.988936,6.263168,A,10.134583
147,2025-11-20T13:21:34.518446,47,8.380296,-4.881865,C,1.861175
148,2025-11-20T13:21:34.518446,48,7.006800,-3.379994,C,2.491847
149,2025-11-20T13:21:34.518446,49,9.811233,6.661034,A,11.857814
150,2025-11-20T13:21:34.518446,50,-2.250741,-1.999047,C,1.525722
151,2025-11-20T13:21:34.518446,51,12.196274,5.783627,A,12.968674
152,2025-11-20T13:21:34.518446,52,9.098687,2.545203,A,8.734344
153,2025-11-20T13:21:34.518446,53,8.055135,-3.068502,C,5.236698
154,2025-11-20T13:21:34.518446,54,9.814332,3.267010,B,14.331441
155,2025-11-20T13:21:34.518446,55,4.741394,-0.300793,A,4.801568
156,2025-11-20T13:21:34.518446,56,3.071889,-3.222088,C,0.084064
157,2025-11-20T13:21:34.518446,57,0.102383,6.005729,A,10.031511
158,2025-11-20T13:21:34.518446,58,3.238922,5.770488,B,8.202736
159,2025-11-20T13:21:34.518446,59,3.365684,3.069139,A,8.012930
160,2025-11-20T13:21:34.518446,60,15.032458,-1.898514,C,7.271521
161,2025-11-20T13:21:34.518446,61,0.832498,5.302699,A,9.190725
162,2025-11-20T13:21:34.518446,62,4.501715,9.012325,B,13.131331
163,2025-11-20T13:21:34.518446,63,3.743123,-2.764357,C,1.027961
164,2025-11-20T13:21:34.518446,64,1.067227,3.081071,A,3.951317
165,2025-11-20T13:21:34.518446,65,6.723138,7.107412,A,10.051238
166,2025-11-20T13:21:34.518446,66,3.543772,4.351163,B,9.063687
167,2025-11-20T13:21:34.518446,67,1.065790,1.706691,A,8.127812
168,2025-11-20T13:21:34.518446,68,6.451476,-0.662154,C,3.766926
169,2025-11-20T13:21:34.518446,69,6.557958,4.575781,A,9.577666
170,2025-11-20T13:21:34.518446,70,1.914016,0.187147,A,6.668631
171,2025-11-20T13:21:34.518446,71,8.029124,3.010047,B,11.026756
172,2025-11-20T13:21:34.518446,72,6.018805,5.208502,B,11.047153
173,2025-11-20T13:21:34.518446,73,6.241976,-5.047831,C,-0.265401
174,2025-11-20T13:21:34.518446,74,2.766772,3.935136,B,7.679946
175,2025-11-20T13:21:34.518446,75,8.213741,2.241457,A,8.844191
176,2025-11-20T13:21:34.518446,76,1.758073,3.360853,A,6.982567
177,2025-11-20T13:21:34.518446,77,2.786777,-5.570744,C,0.651151
178,2025-11-20T13:21:34.518446,78,5.103217,2.985119,A,8.706670
179,2025-11-20T13:21:34.518446,79,4.694959,1.934603,A,5.258439
180,2025-11-20T13:21:34.518446,80,2.982586,1.669273,A,4.973628
181,2025-11-20T13:21:34.518446,81,12.595554,3.618169,A,13.256441
182,2025-11-20T13:21:34.518446,82,-0.985474,5.371886,A,8.177343
183,2025-11-20T13:21:34.518446,83,3.720933,3.208535,A,7.232955
184,2025-11-20T13:21:34.518446,84,4.220563,1.781535,B,6.981436
185,2025-11-20T13:21:34.518446,85,12.328018,4.475305,A,10.823987
186,2025-11-20T13:21:34.518446,86,-0.531406,-0.423699,C,2.849302
187,2025-11-20T13:21:34.518446,87,1.973177,3.031630,B,4.823594
188,2025-11-20T13:21:34.518446,88,0.046382,-1.559839,C,1.418603
189,2025-11-20T13:21:34.518446,89,0.825411,1.984665,A,3.791969
190,2025-11-20T13:21:34.518446,90,2.888875,1.914869,A,7.008257
191,2025-11-20T13:21:34.518446,91,5.822296,-3.468887,C,1.264614
192,2025-11-20T13:21:34.518446,92,5.377465,-0.180657,B,3.902890
193,2025-11-20T13:21:34.518446,93,12.333789,1.074834,A,9.600750
194,2025-11-20T13:21:34.518446,94,6.472088,5.965586,A,12.299058
195,2025-11-20T13:21:34.518446,95,0.690381,0.723767,A,6.102587
196,2025-11-20T13:21:34.518446,96,4.343724,5.698131,A,9.494385
197,2025-11-20T13:21:34.518446,97,2.251634,1.450356,A,4.406093
198,2025-11-20T13:21:34.518446,98,5.178063,-3.976031,C,1.676650
199,2025-11-20T13:21:34.518446,99,8.672059,5.218623,A,8.035969
200,2025-11-20T13:24:48.745887,0,2.667549,4.319820,B,7.215906
201,2025-11-20T13:24:48.745887,1,3.703883,-0.177445,B,4.137579
202,2025-11-20T13:24:48.745887,2,4.473122,0.564058,A,6.417990
203,2025-11-20T13:24:48.745887,3,2.582462,-0.269549,B,2.443836
204,2025-11-20T13:24:48.745887,4,8.243246,3.566930,A,9.349335
205,2025-11-20T13:24:48.745887,5,10.464379,-6.670286,C,-0.641484
206,2025-11-20T13:24:48.745887,6,8.292573,2.041026,A,6.883070
207,2025-11-20T13:24:48.745887,7,6.014396,0.908288,B,7.534114
208,2025-11-20T13:24:48.745887,8,2.970186,7.584294,B,9.474567
209,2025-11-20T13:24:48.745887,9,6.258640,4.013091,B,10.777866
210,2025-11-20T13:24:48.745887,10,7.579876,1.842164,A,5.080613
211,2025-11-20T13:24:48.745887,11,5.437940,5.956111,B,10.380598
212,2025-11-20T13:24:48.745887,12,2.442250,3.591812,A,9.039957
213,2025-11-20T13:24:48.745887,13,3.418861,-3.084330,C,-0.766654
214,2025-11-20T13:24:48.745887,14,0.987528,-2.658288,C,0.890808
215,2025-11-20T13:24:48.745887,15,9.811466,1.829774,A,6.912551
216,2025-11-20T13:24:48.745887,16,1.233221,5.155607,B,7.439601
217,2025-11-20T13:24:48.745887,17,5.282737,0.781516,A,7.616441
218,2025-11-20T13:24:48.745887,18,-0.676020,2.963175,A,6.122264
219,2025-11-20T13:24:48.745887,19,-2.511106,1.983003,A,3.542511
220,2025-11-20T13:24:48.745887,20,9.265956,0.454950,C,5.416720
221,2025-11-20T13:24:48.745887,21,-0.312268,2.462344,A,4.846743
222,2025-11-20T13:24:48.745887,22,7.812493,-3.243635,C,4.396738
223,2025-11-20T13:24:48.745887,23,0.184320,3.177332,A,7.840936
224,2025-11-20T13:24:48.745887,24,4.425051,0.717394,C,3.943683
225,2025-11-20T13:24:48.745887,25,1.464917,5.443330,A,9.395826
226,2025-11-20T13:24:48.745887,26,4.814695,2.186807,B,6.926059
227,2025-11-20T13:24:48.745887,27,-1.876296,6.547388,A,8.684416
228,2025-11-20T13:24:48.745887,28,5.347583,3.223940,A,7.962463
229,2025-11-20T13:24:48.745887,29,0.159702,-1.565093,C,4.645536
230,2025-11-20T13:24:48.745887,30,4.255489,3.343863,B,8.473819
231,2025-11-20T13:24:48.745887,31,7.157612,3.641814,A,9.174132
232,2025-11-20T13:24:48.745887,32,1.562742,2.499736,A,6.470673
233,2025-11-20T13:24:48.745887,33,-1.771876,-3.295427,C,0.858331
234,2025-11-20T13:24:48.745887,34,5.820239,2.408772,A,9.058487
235,2025-11-20T13:24:48.745887,35,7.818538,-1.095423,C,4.089087
236,2025-11-20T13:24:48.745887,36,9.272955,0.901624,A,7.847930
237,2025-11-20T13:24:48.745887,37,7.015467,-0.598505,B,5.788373
238,2025-11-20T13:24:48.745887,38,1.461120,-7.339886,C,-4.950375
239,2025-11-20T13:24:48.745887,39,-0.308433,4.962359,A,6.559977
240,2025-11-20T13:24:48.745887,40,3.982316,4.597712,B,9.565346
241,2025-11-20T13:24:48.745887,41,3.998667,-2.024857,B,0.825683
242,2025-11-20T13:24:48.745887,42,12.425569,0.419974,A,2.660859
243,2025-11-20T13:24:48.745887,43,6.550656,1.034103,A,3.659909
244,2025-11-20T13:24:48.745887,44,5.205422,-1.031393,B,5.069487
245,2025-11-20T13:24:48.745887,45,5.986652,1.821983,B,7.975911
246,2025-11-20T13:24:48.745887,46,3.821085,-2.647006,C,-0.984635
247,2025-11-20T13:24:48.745887,47,3.779972,-3.670632,C,1.205316
248,2025-11-20T13:24:48.745887,48,-1.548332,4.764455,A,8.524633
249,2025-11-20T13:24:48.745887,49,4.766840,1.848967,B,5.057808
250,2025-11-20T13:24:48.745887,50,4.961613,1.536825,B,8.552528
251,2025-11-20T13:24:48.745887,51,-1.679685,3.817546,A,6.226813
252,2025-11-20T13:24:48.745887,52,8.758270,-0.938311,B,8.434696
253,2025-11-20T13:24:48.745887,53,2.629769,-3.430410,C,1.420944
254,2025-11-20T13:24:48.745887,54,5.621600,1.353226,A,5.984523
255,2025-11-20T13:24:48.745887,55,4.594762,1.760699,A,6.588913
256,2025-11-20T13:24:48.745887,56,5.152923,-0.135290,B,5.734725
257,2025-11-20T13:24:48.745887,57,13.628325,-3.598183,C,4.919392
258,2025-11-20T13:24:48.745887,58,9.615653,3.374393,A,10.396034
259,2025-11-20T13:24:48.745887,59,6.466578,4.110266,A,9.064495
260,2025-11-20T13:24:48.745887,60,5.063653,6.179862,A,12.428701
261,2025-11-20T13:24:48.745887,61,3.160721,-0.937166,A,1.685411
262,2025-11-20T13:24:48.745887,62,3.980844,2.530836,A,7.565172
263,2025-11-20T13:24:48.745887,63,9.831013,4.382722,A,12.719823
264,2025-11-20T13:24:48.745887,64,7.679153,1.474114,A,5.320200
265,2025-11-20T13:24:48.745887,65,3.830108,-5.598522,C,0.264234
266,2025-11-20T13:24:48.745887,66,-1.735517,-0.277127,C,3.537329
267,2025-11-20T13:24:48.745887,67,8.782996,-1.439352,C,4.214449
268,2025-11-20T13:24:48.745887,68,4.406604,6.976814,B,12.597991
269,2025-11-20T13:24:48.745887,69,-3.225951,4.425541,A,5.274773
270,2025-11-20T13:24:48.745887,70,7.114303,4.266438,B,10.469721
271,2025-11-20T13:24:48.745887,71,5.375567,4.819722,A,11.731657
272,2025-11-20T13:24:48.745887,72,4.350451,-3.230305,C,-1.917609
273,2025-11-20T13:24:48.745887,73,4.011774,3.692592,A,6.433967
274,2025-11-20T13:24:48.745887,74,8.244216,-0.412158,A,8.402753
275,2025-11-20T13:24:48.745887,75,2.398487,6.186707,B,9.492506
276,2025-11-20T13:24:48.745887,76,10.366593,-6.821659,C,0.336794
277,2025-11-20T13:24:48.745887,77,6.534799,3.304725,B,8.510516
278,2025-11-20T13:24:48.745887,78,0.750572,3.632836,A,8.648455
279,2025-11-20T13:24:48.745887,79,8.712028,4.289921,A,13.693008
280,2025-11-20T13:24:48.745887,80,4.727252,-1.545400,C,5.120604
281,2025-11-20T13:24:48.745887,81,3.671634,5.394757,A,10.022882
282,2025-11-20T13:24:48.745887,82,2.183625,2.871487,B,5.196690
283,2025-11-20T13:24:48.745887,83,-5.926823,-1.675926,A,-2.693883
284,2025-11-20T13:24:48.745887,84,10.569258,-2.196917,C,5.336658
285,2025-11-20T13:24:48.745887,85,-2.210162,4.911354,A,4.772693
286,2025-11-20T13:24:48.745887,86,0.379893,-2.189503,C,-1.281711
287,2025-11-20T13:24:48.745887,87,9.457601,3.165285,A,10.577343
288,2025-11-20T13:24:48.745887,88,10.393653,-3.070008,C,4.441417
289,2025-11-20T13:24:48.745887,89,11.298232,-5.407115,C,2.432248
290,2025-11-20T13:24:48.745887,90,6.749766,-0.422223,C,6.037695
291,2025-11-20T13:24:48.745887,91,10.595798,2.614439,A,9.991318
292,2025-11-20T13:24:48.745887,92,4.256164,-6.812651,C,-3.037937
293,2025-11-20T13:24:48.745887,93,11.041099,4.574069,A,9.946390
294,2025-11-20T13:24:48.745887,94,2.753072,5.241835,A,10.989042
295,2025-11-20T13:24:48.745887,95,1.778150,7.544015,A,11.527802
296,2025-11-20T13:24:48.745887,96,3.026197,2.931820,A,7.365130
297,2025-11-20T13:24:48.745887,97,6.049906,5.154083,B,11.286555
298,2025-11-20T13:24:48.745887,98,5.595114,2.292366,B,8.134017
299,2025-11-20T13:24:48.745887,99,11.261169,3.678714,A,10.166536
300,2025-11-20T13:25:17.992754,0,-3.025847,3.456672,A,2.746671
301,2025-11-20T13:25:17.992754,1,7.198513,-0.889427,C,4.893192
302,2025-11-20T13:25:17.992754,2,7.653447,4.106539,A,11.918778
303,2025-11-20T13:25:17.992754,3,9.705600,-2.417051,C,3.540984
304,2025-11-20T13:25:17.992754,4,4.601292,3.610736,A,8.952907
305,2025-11-20T13:25:17.992754,5,4.461802,3.927009,B,8.120329
306,2025-11-20T13:25:17.992754,6,-3.306301,-6.268193,C,-5.094755
307,2025-11-20T13:25:17.992754,7,2.971893,0.662937,B,2.552098
308,2025-11-20T13:25:17.992754,8,2.255991,6.568169,A,12.176986
309,2025-11-20T13:25:17.992754,9,-1.579560,1.110392,A,5.333460
310,2025-11-20T13:25:17.992754,10,3.308512,6.319626,B,9.023867
311,2025-11-20T13:25:17.992754,11,15.061940,3.500155,A,11.395325
312,2025-11-20T13:25:17.992754,12,5.784697,-5.704330,C,0.501926
313,2025-11-20T13:25:17.992754,13,4.964778,0.784628,B,4.925384
314,2025-11-20T13:25:17.992754,14,-0.113391,-0.208569,A,0.950431
315,2025-11-20T13:25:17.992754,15,1.837946,-5.298884,C,-2.488184
316,2025-11-20T13:25:17.992754,16,-1.685597,1.170515,A,4.280890
317,2025-11-20T13:25:17.992754,17,4.542489,0.511368,B,6.696678
318,2025-11-20T13:25:17.992754,18,11.347478,5.502217,A,15.586423
319,2025-11-20T13:25:17.992754,19,2.437849,3.348855,A,7.015686
320,2025-11-20T13:25:17.992754,20,-2.756963,-3.829726,C,-2.737217
321,2025-11-20T13:25:17.992754,21,-4.981221,1.528155,A,2.847003
322,2025-11-20T13:25:17.992754,22,0.916943,-3.146587,C,-1.176192
323,2025-11-20T13:25:17.992754,23,8.384028,3.430854,A,10.114918
324,2025-11-20T13:25:17.992754,24,0.906092,3.357028,A,7.775595
325,2025-11-20T13:25:17.992754,25,0.333045,-4.843295,C,0.680855
326,2025-11-20T13:25:17.992754,26,3.883501,-0.355342,B,3.483520
327,2025-11-20T13:25:17.992754,27,11.986447,-1.084779,C,8.126219
328,2025-11-20T13:25:17.992754,28,3.050253,-7.131705,C,-2.804620
329,2025-11-20T13:25:17.992754,29,12.559901,-3.340514,C,9.083584
330,2025-11-20T13:25:17.992754,30,-0.496719,2.049563,A,4.944017
331,2025-11-20T13:25:17.992754,31,3.291061,3.106026,A,6.087957
332,2025-11-20T13:25:17.992754,32,5.686602,6.133954,A,9.969866
333,2025-11-20T13:25:17.992754,33,5.743549,2.660292,A,8.476942
334,2025-11-20T13:25:17.992754,34,13.207090,-2.463084,C,2.623341
335,2025-11-20T13:25:17.992754,35,7.229306,-0.464035,A,3.835629
336,2025-11-20T13:25:17.992754,36,1.035501,3.659340,A,7.820123
337,2025-11-20T13:25:17.992754,37,2.112477,4.597890,B,6.771986
338,2025-11-20T13:25:17.992754,38,0.252351,1.669960,A,6.633926
339,2025-11-20T13:25:17.992754,39,1.256747,3.522329,B,3.331410
340,2025-11-20T13:25:17.992754,40,0.710948,-0.724974,A,3.511177
341,2025-11-20T13:25:17.992754,41,3.594684,5.068551,B,9.861020
342,2025-11-20T13:25:17.992754,42,-2.506389,2.337768,A,5.529845
343,2025-11-20T13:25:17.992754,43,8.043373,5.029785,A,13.580589
344,2025-11-20T13:25:17.992754,44,2.898971,2.405002,A,7.282624
345,2025-11-20T13:25:17.992754,45,4.068744,4.004723,A,10.898217
346,2025-11-20T13:25:17.992754,46,3.954260,2.794521,A,6.734855
347,2025-11-20T13:25:17.992754,47,0.964118,-3.286933,C,-0.554187
348,2025-11-20T13:25:17.992754,48,1.132320,2.337069,A,5.503470
349,2025-11-20T13:25:17.992754,49,2.941968,-1.701041,C,3.660088
350,2025-11-20T13:25:17.992754,50,6.693766,-1.821748,C,4.432324
351,2025-11-20T13:25:17.992754,51,5.569164,1.170528,A,8.826617
352,2025-11-20T13:25:17.992754,52,1.330229,2.718665,A,8.924777
353,2025-11-20T13:25:17.992754,53,-0.883918,-0.365932,A,-0.108605
354,2025-11-20T13:25:17.992754,54,11.377896,2.270154,A,10.817673
355,2025-11-20T13:25:17.992754,55,7.433475,2.378189,A,9.584364
356,2025-11-20T13:25:17.992754,56,1.129315,3.360286,A,7.774229
357,2025-11-20T13:25:17.992754,57,-1.414625,-0.291150,C,3.696825
358,2025-11-20T13:25:17.992754,58,3.628940,5.583252,A,11.113563
359,2025-11-20T13:25:17.992754,59,5.442450,6.400844,A,8.899258
360,2025-11-20T13:25:17.992754,60,1.354189,2.949513,A,6.519064
361,2025-11-20T13:25:17.992754,61,5.001449,0.247009,B,5.811124
362,2025-11-20T13:25:17.992754,62,3.243631,2.912874,A,7.316531
363,2025-11-20T13:25:17.992754,63,1.122238,1.266141,A,5.171617
364,2025-11-20T13:25:17.992754,64,2.632985,4.954623,A,8.044208
365,2025-11-20T13:25:17.992754,65,2.522536,1.152243,A,8.082867
366,2025-11-20T13:25:17.992754,66,5.725724,2.351970,A,8.735129
367,2025-11-20T13:25:17.992754,67,2.143234,-3.541371,C,0.009660
368,2025-11-20T13:25:17.992754,68,5.850093,0.302466,A,5.115408
369,2025-11-20T13:25:17.992754,69,7.788706,5.044415,A,11.491664
370,2025-11-20T13:25:17.992754,70,5.612160,3.705606,B,8.025643
371,2025-11-20T13:25:17.992754,71,6.449408,-3.485957,C,3.689996
