"",timestamp,X,W,C,Y,call_id
134,2025-11-25 12:22:14.507923,6.039400,-0.712212,B,4.413261,1
135,2025-11-25 12:22:14.507923,8.992111,1.203572,C,8.202222,1
136,2025-11-25 12:22:14.507923,7.342775,1.475156,C,9.223928,1
137,2025-11-25 12:22:14.507923,-1.684710,2.436515,A,6.548805,1
138,2025-11-25 12:22:14.507923,1.749710,0.503611,A,4.847585,1
139,2025-11-25 12:22:14.507923,5.366157,2.367655,C,6.456990,1
140,2025-11-25 12:22:14.507923,12.684433,2.922598,A,10.756871,1
141,2025-11-25 12:22:14.507923,5.550064,2.548786,B,6.359386,1
142,2025-11-25 12:22:14.507923,5.147229,1.722526,B,7.448117,1
143,2025-11-25 12:22:14.507923,5.457206,0.023555,A,6.808297,1
144,2025-11-25 12:22:14.507923,3.365296,-1.809983,A,3.422805,1
145,2025-11-25 12:22:14.507923,4.287179,0.169582,B,3.416530,1
146,2025-11-25 12:22:14.507923,7.643170,1.805260,A,10.425330,1
147,2025-11-25 12:22:14.507923,6.254549,-2.234706,A,3.908290,1
148,2025-11-25 12:22:14.507923,4.194692,-0.639829,B,3.406851,1
149,2025-11-25 12:22:14.507923,2.055378,-1.188263,C,3.307857,1
150,2025-11-25 12:22:14.507923,5.715490,-0.756404,C,5.949606,1
151,2025-11-25 12:22:14.507923,4.572884,0.225962,B,4.349761,1
152,2025-11-25 12:22:14.507923,-2.529864,3.527345,A,5.616146,1
153,2025-11-25 12:22:14.507923,8.486093,4.810068,A,9.303409,1
154,2025-11-25 12:22:14.507923,6.388017,1.758293,B,8.035556,1
155,2025-11-25 12:22:14.507923,5.129455,-2.869068,C,3.617714,1
156,2025-11-25 12:22:14.507923,6.457166,1.094464,C,2.102061,1
157,2025-11-25 12:22:14.507923,8.236199,-2.060041,A,4.072921,1
158,2025-11-25 12:22:14.507923,7.428385,0.185891,C,9.244719,1
159,2025-11-25 12:22:14.507923,-4.607180,2.620156,A,1.896839,1
160,2025-11-25 12:22:14.507923,0.021036,0.362489,A,1.951942,1
161,2025-11-25 12:22:14.507923,-1.455818,2.061602,A,5.636727,1
162,2025-11-25 12:22:14.507923,7.320723,-0.636263,A,3.501933,1
163,2025-11-25 12:22:14.507923,11.360936,2.267291,A,9.085089,1
164,2025-11-25 12:22:14.507923,9.562878,0.615887,A,5.499547,1
165,2025-11-25 12:22:14.507923,3.133749,3.676591,B,8.443760,1
166,2025-11-25 12:22:14.507923,3.559515,3.739657,A,5.667341,1
167,2025-11-25 12:22:14.507923,6.347758,3.221338,B,8.434867,1
168,2025-11-25 12:22:14.507923,7.404940,1.942892,A,12.187061,1
169,2025-11-25 12:22:14.507923,9.125492,1.133290,A,9.903730,1
170,2025-11-25 12:22:14.507923,4.425306,-1.159488,C,1.101516,1
171,2025-11-25 12:22:14.507923,6.147341,-0.659062,A,2.382741,1
172,2025-11-25 12:22:14.507923,4.972479,2.220928,A,11.782395,1
173,2025-11-25 12:22:14.507923,-1.496030,-1.239700,A,3.051151,1
174,2025-11-25 12:22:14.507923,6.876538,3.224475,A,11.019456,1
175,2025-11-25 12:22:14.507923,-4.289811,-2.865401,C,-0.877223,1
176,2025-11-25 12:22:14.507923,6.694976,-0.981697,B,4.857741,1
177,2025-11-25 12:22:14.507923,3.510055,-1.211059,A,2.161553,1
178,2025-11-25 12:22:14.507923,7.468245,-0.067671,A,5.734498,1
179,2025-11-25 12:22:14.507923,5.366719,1.300621,B,4.890940,1
180,2025-11-25 12:22:14.507923,3.975549,2.557026,C,7.811624,1
181,2025-11-25 12:22:14.507923,3.827792,-2.808421,A,2.894446,1
182,2025-11-25 12:22:14.507923,0.112786,2.136149,A,5.314816,1
183,2025-11-25 12:22:14.507923,8.810330,1.720786,A,7.149937,1
184,2025-11-25 12:22:14.507923,-0.505908,1.601712,A,3.668439,1
185,2025-11-25 12:22:14.507923,-5.849366,0.188551,C,-0.075449,1
186,2025-11-25 12:22:14.507923,19.766212,2.945049,A,10.039706,1
187,2025-11-25 12:22:14.507923,7.773528,0.128422,C,3.287985,1
188,2025-11-25 12:22:14.507923,15.763968,3.374168,C,15.501781,1
189,2025-11-25 12:22:14.507923,4.974690,1.324401,B,6.921489,1
190,2025-11-25 12:22:14.507923,6.657826,-1.385226,C,5.161729,1
191,2025-11-25 12:22:14.507923,5.948389,0.811819,C,6.006069,1
192,2025-11-25 12:22:14.507923,6.900364,0.037040,C,6.388059,1
193,2025-11-25 12:22:14.507923,4.331263,1.372853,A,4.709845,1
194,2025-11-25 12:22:14.507923,4.800244,2.008087,A,4.480591,1
195,2025-11-25 12:22:14.507923,4.791726,2.494913,B,6.280750,1
196,2025-11-25 12:22:14.507923,3.082603,1.139422,B,6.558023,1
197,2025-11-25 12:22:14.507923,3.544433,5.443455,B,9.133426,1
198,2025-11-25 12:22:14.507923,10.891798,-1.047395,A,3.568551,1
199,2025-11-25 12:22:14.507923,8.790706,-0.315749,B,9.643708,1
200,2025-11-25 22:58:14.418523,1.785444,-0.580404,B,0.834134,2
201,2025-11-25 22:58:14.418523,7.879000,0.408615,A,6.047021,2
202,2025-11-25 22:58:14.418523,9.129739,-0.704324,B,8.118289,2
203,2025-11-25 22:58:14.418523,3.740021,-3.296986,B,0.616233,2
204,2025-11-25 22:58:14.418523,6.768364,-1.109760,A,1.507919,2
205,2025-11-25 22:58:14.418523,0.347900,1.996708,A,4.930999,2
206,2025-11-25 22:58:14.418523,6.000662,1.041182,B,6.344590,2
207,2025-11-25 22:58:14.418523,7.024399,2.390299,B,11.108118,2
208,2025-11-25 22:58:14.418523,5.348873,-0.118811,B,3.558771,2
209,2025-11-25 22:58:14.418523,2.132921,-1.774658,A,3.177827,2
210,2025-11-25 22:58:14.418523,-3.524326,-1.538642,C,0.018991,2
211,2025-11-25 22:58:14.418523,7.584823,0.465590,B,9.481105,2
212,2025-11-25 22:58:14.418523,4.724615,0.013321,B,2.453359,2
213,2025-11-25 22:58:14.418523,3.013104,2.238305,A,6.810183,2
214,2025-11-25 22:58:14.418523,2.163102,-0.713128,C,4.892272,2
215,2025-11-25 22:58:14.418523,2.576877,3.779339,B,5.718304,2
216,2025-11-25 22:58:14.418523,6.341727,0.329790,A,4.741305,2
217,2025-11-25 22:58:14.418523,-4.427118,-0.654030,C,-0.077057,2
218,2025-11-25 22:58:14.418523,5.814065,1.649889,A,7.183945,2
219,2025-11-25 22:58:14.418523,7.239358,0.450155,A,6.672479,2
220,2025-11-25 22:58:14.418523,12.700274,5.146862,A,14.014385,2
221,2025-11-25 22:58:14.418523,-2.162988,1.055014,A,4.158272,2
222,2025-11-25 22:58:14.418523,2.741647,-0.014700,A,6.106744,2
223,2025-11-25 22:58:14.418523,8.321091,2.239652,A,8.390883,2
224,2025-11-25 22:58:14.418523,2.983413,-1.671120,A,0.153229,2
225,2025-11-25 22:58:14.418523,4.472372,-2.506515,B,1.645662,2
226,2025-11-25 22:58:14.418523,4.792417,4.165633,B,6.843450,2
227,2025-11-25 22:58:14.418523,7.846402,0.470639,C,6.586829,2
228,2025-11-25 22:58:14.418523,4.236008,-2.210950,C,4.633509,2
229,2025-11-25 22:58:14.418523,10.432468,2.667843,A,9.157433,2
230,2025-11-25 22:58:14.418523,5.936629,1.390511,A,9.295185,2
231,2025-11-25 22:58:14.418523,11.757932,2.468453,A,11.845645,2
232,2025-11-25 22:58:14.418523,-0.902718,-3.151649,C,0.178264,2
233,2025-11-25 22:58:14.418523,5.421769,0.183632,B,5.545431,2
234,2025-11-25 22:58:14.418523,3.478686,-0.236476,C,2.481125,2
235,2025-11-25 22:58:14.418523,-0.176745,1.009775,A,3.744388,2
236,2025-11-25 22:58:14.418523,2.776071,1.245150,A,6.206146,2
237,2025-11-25 22:58:14.418523,-0.410153,1.260809,C,5.956949,2
238,2025-11-25 22:58:14.418523,2.470576,-2.025982,A,2.193763,2
239,2025-11-25 22:58:14.418523,6.055548,0.383487,A,6.907499,2
240,2025-11-25 22:58:14.418523,6.555234,-2.087512,A,1.447986,2
241,2025-11-25 22:58:14.418523,5.663094,1.893713,A,7.483712,2
242,2025-11-25 22:58:14.418523,0.204091,0.864279,A,3.170187,2
243,2025-11-25 22:58:14.418523,3.602213,-0.903571,B,3.159640,2
244,2025-11-25 22:58:14.418523,4.734378,2.152693,B,7.946981,2
245,2025-11-25 22:58:14.418523,8.238874,1.661084,B,8.963740,2
246,2025-11-25 22:58:14.418523,7.750467,2.595648,B,8.668084,2
247,2025-11-25 22:58:14.418523,-0.401782,2.586835,A,6.329622,2
248,2025-11-25 22:58:14.418523,2.243939,2.923018,C,9.089044,2
249,2025-11-25 22:58:14.418523,3.013726,1.815525,A,7.796950,2
250,2025-11-25 22:58:14.418523,13.519255,-0.550918,A,7.837378,2
251,2025-11-25 22:58:14.418523,1.603671,-0.537640,A,4.366617,2
252,2025-11-25 22:58:14.418523,6.829231,-1.788342,A,2.868818,2
253,2025-11-25 22:58:14.418523,4.963993,-0.711241,B,4.182225,2
254,2025-11-25 22:58:14.418523,3.231458,-0.642320,B,3.269381,2
255,2025-11-25 22:58:14.418523,2.054144,-7.350887,C,-2.861837,2
256,2025-11-25 22:58:14.418523,-1.411664,4.531137,A,7.944678,2
257,2025-11-25 22:58:14.418523,8.112083,-1.015902,C,4.938758,2
258,2025-11-25 22:58:14.418523,7.290620,-0.937762,A,7.049823,2
259,2025-11-25 22:58:14.418523,8.562551,-0.275644,B,7.628712,2
260,2025-11-25 22:58:14.418523,1.581447,1.496872,B,3.731416,2
261,2025-11-25 22:58:14.418523,-0.520010,2.116637,A,7.275978,2
262,2025-11-25 22:58:14.418523,16.526072,1.363827,A,9.754729,2
263,2025-11-25 22:58:14.418523,2.003909,2.129464,B,2.503486,2
264,2025-11-25 22:58:14.418523,5.165248,0.606806,C,5.460594,2
265,2025-11-25 22:58:14.418523,-3.881455,5.447905,A,6.732409,2
266,2025-11-25 22:58:14.418523,7.368849,0.871333,C,7.634844,2
267,2025-11-25 22:58:14.418523,4.803792,1.900561,A,7.086811,2
268,2025-11-25 22:58:14.418523,0.129385,-0.943546,A,3.463189,2
269,2025-11-25 22:58:14.418523,3.389796,0.029059,C,3.430044,2
270,2025-11-25 22:58:14.418523,2.708556,2.245365,A,6.668116,2
271,2025-11-25 22:58:14.418523,4.244923,0.624863,B,5.119875,2
272,2025-11-25 22:58:14.418523,3.602534,-3.506903,C,0.447304,2
273,2025-11-25 22:58:14.418523,6.585161,1.696373,B,8.821354,2
274,2025-11-25 22:58:14.418523,7.008917,1.246769,B,7.722332,2
275,2025-11-25 22:58:14.418523,-5.717334,-0.627612,A,1.332928,2
276,2025-11-25 22:58:14.418523,7.426815,0.860501,B,7.165575,2
277,2025-11-25 22:58:14.418523,5.680725,3.131281,A,8.503284,2
278,2025-11-25 22:58:14.418523,2.765900,0.421881,C,7.716872,2
279,2025-11-25 22:58:14.418523,-1.977158,0.727865,A,4.183210,2
280,2025-11-25 22:58:14.418523,4.932547,2.103021,A,3.450742,2
281,2025-11-25 22:58:14.418523,3.614947,0.198359,B,2.828146,2
282,2025-11-25 22:58:14.418523,7.629681,-0.361558,C,4.779361,2
283,2025-11-25 22:58:14.418523,5.523417,3.829815,A,9.880148,2
284,2025-11-25 22:58:14.418523,11.468949,0.455743,C,6.123025,2
285,2025-11-25 22:58:14.418523,7.263578,0.582891,C,9.633891,2
286,2025-11-25 22:58:14.418523,-0.258516,-1.229967,A,0.882340,2
287,2025-11-25 22:58:14.418523,8.852393,-0.300090,B,8.753808,2
288,2025-11-25 22:58:14.418523,9.072563,-2.672339,C,2.649555,2
289,2025-11-25 22:58:14.418523,2.637711,4.591984,B,7.791093,2
290,2025-11-25 22:58:14.418523,3.575162,-2.001502,C,1.706392,2
291,2025-11-25 22:58:14.418523,2.770251,1.767925,B,5.887082,2
292,2025-11-25 22:58:14.418523,3.461892,4.725429,B,8.701234,2
293,2025-11-25 22:58:14.418523,9.125020,4.372081,B,12.496922,2
294,2025-11-25 22:58:14.418523,7.281131,6.572367,A,13.676740,2
295,2025-11-25 22:58:14.418523,6.766439,-4.293296,C,1.458469,2
296,2025-11-25 22:58:14.418523,5.840902,2.526671,A,7.192068,2
297,2025-11-25 22:58:14.418523,2.315151,1.087317,A,6.413661,2
298,2025-11-25 22:58:14.418523,-1.386150,1.108801,A,4.899614,2
299,2025-11-25 22:58:14.418523,4.184982,2.859752,A,7.020738,2
300,2025-12-02 11:14:38.031194,11.377183,-2.150735,A,7.469599,3
301,2025-12-02 11:14:38.031194,7.843555,-2.874088,C,3.988597,3
302,2025-12-02 11:14:38.031194,9.954121,-0.906552,C,5.212315,3
303,2025-12-02 11:14:38.031194,3.568330,-3.187776,C,2.454994,3
304,2025-12-02 11:14:38.031194,5.376085,4.024584,A,10.195273,3
305,2025-12-02 11:14:38.031194,6.294694,-6.814637,C,-1.328353,3
306,2025-12-02 11:14:38.031194,11.448186,-2.594671,A,3.511923,3
307,2025-12-02 11:14:38.031194,7.279381,-1.074920,B,7.986199,3
308,2025-12-02 11:14:38.031194,5.693602,-0.092584,A,5.506306,3
309,2025-12-02 11:14:38.031194,14.836785,-3.964701,C,5.813524,3
310,2025-12-02 11:14:38.031194,4.305209,-0.041542,C,2.278098,3
311,2025-12-02 11:14:38.031194,5.603423,0.060854,B,6.709855,3
312,2025-12-02 11:14:38.031194,7.134217,5.760233,A,10.842983,3
313,2025-12-02 11:14:38.031194,6.139064,0.691240,A,5.901061,3
314,2025-12-02 11:14:38.031194,1.814864,4.922628,A,7.595737,3
315,2025-12-02 11:14:38.031194,10.433619,-2.269005,C,2.741407,3
316,2025-12-02 11:14:38.031194,4.641359,-1.065204,B,3.668336,3
317,2025-12-02 11:14:38.031194,0.155378,-0.845807,C,1.519607,3
318,2025-12-02 11:14:38.031194,3.604382,2.330709,B,5.856009,3
319,2025-12-02 11:14:38.031194,5.107550,2.646749,A,9.867478,3
320,2025-12-02 11:14:38.031194,9.786356,0.492905,A,5.642877,3
321,2025-12-02 11:14:38.031194,6.025625,-0.551805,A,2.479821,3
322,2025-12-02 11:14:38.031194,4.151618,1.253925,C,8.700122,3
323,2025-12-02 11:14:38.031194,11.104155,-1.854816,C,5.314536,3
324,2025-12-02 11:14:38.031194,7.018751,-2.715604,C,-0.432596,3
325,2025-12-02 11:14:38.031194,15.734593,-2.229438,A,4.428795,3
326,2025-12-02 11:14:38.031194,5.513159,-0.929179,B,4.338191,3
327,2025-12-02 11:14:38.031194,12.341370,-0.411289,C,6.807138,3
328,2025-12-02 11:14:38.031194,6.307154,-2.055436,B,3.910635,3
329,2025-12-02 11:14:38.031194,9.741519,0.022538,A,5.000835,3
330,2025-12-02 11:14:38.031194,2.259580,5.710768,A,6.843965,3
331,2025-12-02 11:14:38.031194,6.162257,1.097516,A,4.207280,3
332,2025-12-02 11:14:38.031194,16.735410,5.324842,A,14.705036,3
333,2025-12-02 11:14:38.031194,9.395166,-1.937260,A,4.547158,3
334,2025-12-02 11:14:38.031194,13.047339,1.863283,A,8.908359,3
335,2025-12-02 11:14:38.031194,6.769608,-2.737536,C,3.241785,3
336,2025-12-02 11:14:38.031194,9.328335,1.823366,A,7.889984,3
337,2025-12-02 11:14:38.031194,4.546431,1.460601,A,7.566265,3
338,2025-12-02 11:14:38.031194,8.284584,-0.020170,A,6.091708,3
339,2025-12-02 11:14:38.031194,9.903753,3.513865,A,9.775122,3
340,2025-12-02 11:14:38.031194,10.481448,-0.825205,C,6.824424,3
341,2025-12-02 11:14:38.031194,11.228154,-1.840648,C,6.771894,3
342,2025-12-02 11:14:38.031194,3.318615,3.167357,A,7.476885,3
343,2025-12-02 11:14:38.031194,10.169347,-3.040995,A,6.466558,3
344,2025-12-02 11:14:38.031194,4.476514,3.781773,B,8.397464,3
345,2025-12-02 11:14:38.031194,-0.964851,-0.623513,A,2.800615,3
346,2025-12-02 11:14:38.031194,5.158149,-1.816034,A,2.013607,3
347,2025-12-02 11:14:38.031194,2.845943,0.059233,B,2.359481,3
348,2025-12-02 11:14:38.031194,11.084249,-0.003406,A,9.712600,3
349,2025-12-02 11:14:38.031194,4.302388,-0.644799,A,4.045703,3
350,2025-12-02 11:14:38.031194,-0.972199,3.216734,A,6.329390,3
351,2025-12-02 11:14:38.031194,2.850970,3.770644,B,6.326609,3
352,2025-12-02 11:14:38.031194,0.990993,3.089059,C,3.012598,3
353,2025-12-02 11:14:38.031194,8.610384,2.908244,A,11.250162,3
354,2025-12-02 11:14:38.031194,4.383997,0.084415,C,3.224609,3
355,2025-12-02 11:14:38.031194,5.507342,1.121037,B,6.452573,3
356,2025-12-02 11:14:38.031194,3.905064,1.458483,A,6.691341,3
357,2025-12-02 11:14:38.031194,4.092944,-0.123394,B,3.270783,3
358,2025-12-02 11:14:38.031194,8.461959,1.501610,A,9.053098,3
359,2025-12-02 11:14:38.031194,9.036168,1.357626,A,10.119445,3
360,2025-12-02 11:14:38.031194,0.533655,0.020156,C,4.071479,3
361,2025-12-02 11:14:38.031194,2.906637,2.116370,A,4.515973,3
362,2025-12-02 11:14:38.031194,-1.648259,3.671854,A,6.617054,3
363,2025-12-02 11:14:38.031194,2.912626,1.332365,A,5.905911,3
364,2025-12-02 11:14:38.031194,15.601867,2.053532,A,11.602106,3
365,2025-12-02 11:14:38.031194,3.439262,-1.827385,C,3.366212,3
366,2025-12-02 11:14:38.031194,9.399879,-0.714836,A,4.983509,3
367,2025-12-02 11:14:38.031194,9.678986,-3.882769,C,2.837273,3
368,2025-12-02 11:14:38.031194,3.054368,-0.818434,A,1.978538,3
369,2025-12-02 11:14:38.031194,10.692274,1.186512,C,7.734643,3
370,2025-12-02 11:14:38.031194,5.448186,0.438722,A,7.710494,3
